"1","0000","IBM INTERNAL      ","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"970","9470","FLEET/EQUIPMENT MANAGEMENT     ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"971","9471","BUILDING ADMIN.      ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"972","9472","PUBLIC HOUSING      ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"973","9473","PUBLIC BUILDINGS, GROUNDS & FACILITY   ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"974","9474","PUBLIC LAND ADMINISTRATION     ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"975","9475","URBAN RENEWAL      ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"976","9479","PUBLIC WORKS, N.E.C.     ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"977","9481","LABOR ADMINISTRATION     ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"978","9482","EMPLOYMENT SECURITY ADMINISTRATION    ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"979","9483","EMPLOYMENT SERVICES      ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"980","9484","UNEMPLOYMENT INSURANCE     ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"981","9485","WORKMENS COMPENSATION     ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"982","9486","STATE INSURANCE FUND     ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"983","9487","JTPA/CETA       ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"984","9488","CHILD WELFARE      ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"985","9489","CHILD SUPPORT ENFORCEMENT     ","GE","Soc. Services, State/Prov/Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"986","9492","ELECTION BOARDS/VOTER REGISTRATION    ","GA","Fin. & Admin, State/Prov./Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"987","9493","HAZARDOUS MATERIALS MANAGEMENT    ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"988","9494","WATER SUPPLY      ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"989","9495","SANITARY SERVICES      ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"990","9496","ENVIRONMENTAL PROTECTION/SERVICES, NEC   ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"991","9497","WASTEWATER TREATMENT     ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"992","9498","INTERSTATE ORGAN., AUTHOR. & COMM., ETC.   ","GA","Fin. & Admin, State/Prov./Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"993","9499","UTILITIES       ","GM","Env/Trans/PubWrks, State/Prov.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"994","9500","PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"995","9500","PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS   ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"996","9502","PARKS AND RECREATION     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"997","9505","BUDGET APPROP.-ACCTG     ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"998","9507","TAX-INCOME,PROPERTY      ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"999","9508","PLANNING AND DEVELOPMENT     ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1000","9510","PLANNING & DEVELOPMENT RECORDS MGMT    ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1001","9511","EXECUTIVE BRANCH      ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1002","9512","PERSONNEL       ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1003","9513","FINANCE       ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1004","9514","REVENUE       ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1005","9515","REGULATORY AGENCIES      ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1006","9517","LEGISLATIVE       ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1007","9518","COURTS ADMINISTRATION     ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1008","9519","CENTRAL DATA PROCESSING AUTHORITY    ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1009","9521","PLANNING & DEVELOPMENT ADMINISTRATION   ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1010","9524","CENTRAL SERVICES      ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1011","9525","FOOD STAMPS       ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1012","9527","PROSECUTOR       ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1013","9530","TRAFFIC CONTROL      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1014","9531","MOTOR VEHICLE ADMINISTRATION    ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1015","9532","HIGHWAY ADMINISTRATION - CONST. & MAINT.   ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1016","9533","TOLL ROADS, BRIDGES AND TUNNELS    ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1017","9534","COMMUTER RAILROAD      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1018","9535","MASS TRANSIT      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1019","9536","WATERWAYS & PORT AUTHORITIES    ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1020","9539","TRANSPORTATION, NEC      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1021","9540","MENTAL HEALTH ADMINISTRATION    ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1022","9541","PUBLIC HEALTH ADMINISTRATION    ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1023","9542","AIR POLLUTION CONTROL     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1024","9543","WATER POLLUTION CONTROL     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1025","9544","SOCIAL SERVICES      ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1026","9545","GENERAL ASSISTANCE      ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1027","9546","PUBLIC ASSISTANCE - CATEGORICAL AID    ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1028","9547","PREVENTATIVE SERVICES     ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1029","9549","HEALTH/WELFARE N.E.C.     ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1030","9550","PROBATION       ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1031","9551","PAROLE       ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1032","9552","LAW ENFORCEMENT      ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1033","9553","CORRECTIONS/JAILS      ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1034","9554","FIRE       ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1035","9555","EMERGENCY SERVICES      ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1036","9557","LANDFILL MANAGEMENT      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1037","9558","PLANNING BOARD      ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1038","9560","WASTE MANAGEMENT      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1039","9561","COMPUTER AIDED DISPATCH(E911)-LAW ENFORCEME   ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1040","9562","RECORDS MANAGEMENT - LAW ENFORCEMENT   ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1041","9563","IDENTIFICATION (AFIS/MUGSHOT)    ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1042","9564","COMPUTER AIDED DISPATCH (E911) - FIRE   ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1043","9565","RECORDS MANAGEMENT - FIRE     ","GK","PS & Justice, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1044","9569","NATURAL RESOURCES, NEC     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1045","9570","FLEET/EQUIPMENT MANAGEMENT     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1046","9571","BUILDING ADMIN.      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1047","9573","PUBLIC BUILDINGS, GROUNDS & FACILITIES   ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1048","9574","PUBLIC LAND ADMINISTRATION     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1049","9575","URBAN RENEWAL      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1050","9579","PUBLIC WORKS,NEC      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1051","9587","JTPA/CETA       ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1052","9588","CHILD WELFARE      ","GG","Soc. Services, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1053","9592","ELECTION BOARDS/VOTER REGISTRATION    ","GC","Fin. & Admin, County/Shire    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1054","9593","HAZARDOUS MATERIALS MANAGEMENT    ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1055","9594","WATER SUPPLY      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1056","9595","SANITARY SERVICES      ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1057","9596","ENVIRONMENTAL PROTECTION/SERVICES, NEC   ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1058","9597","WASTEWATER TREATMENT     ","GP","Env/Trans/PubWrks, County/Shire   ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1059","9599","UTILITIES       ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1060","9600","PUBLIC GAMING      ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1061","9602","PARKS AND RECREATION     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1062","9608","PLANNING AND DEVELOPMENT     ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1063","9610","PLANNING & DEVELOPMENT RECORDS MGMT    ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1064","9611","EXECUTIVE BRANCH      ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1065","9612","PERSONNEL       ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1066","9613","FINANCE       ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1067","9614","REVENUE       ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1068","9615","REGULATORY AGENCIES      ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1069","9616","ALCOHOLIC BEV CNTRL      ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1070","9617","LEGISLATIVE       ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1071","9618","COURTS ADMINISTRATION     ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1072","9619","CENTRAL DATA PROCESSING AUTHORITY    ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1073","9620","DC GOVT       ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1074","9621","PLANNING & DEVELOPMENT ADMINISTRATION   ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1075","9624","CENTRAL SERVICES      ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1076","9625","FOOD STAMPS       ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1077","9627","PROSECUTOR       ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1078","9630","TRAFFIC CONTROL      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1079","9631","MOTOR VEHICLE ADMINISTRATION    ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1080","9632","HIGHWAY ADMINISTRATION - CONST. & MAINT.   ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1081","9633","TOLL ROADS, BRIDGES AND TUNNELS    ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1082","9634","COMMUTER RAILROAD      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1083","9635","MASS TRANSIT      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1084","9636","WATERWAYS & PORT AUTHORITIES    ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1085","9639","TRANSPORTATION,NEC      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1086","9640","MENTAL HEALTH ADMINISTRATION    ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1087","9641","PUBLIC HEALTH ADMINISTRATION    ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1088","9642","AIR POLLUTION CONTROL     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1089","9643","WATER POLLUTION CONTROL     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1090","9644","SOCIAL SERVICES      ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1091","9645","GENERAL ASSISTANCE      ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1092","9646","PUBLIC ASSISTANCE - CATEGORICAL AID    ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1093","9647","PREVENTATIVE SERVICES     ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1094","9649","HEALTH/WELFARE,N.E.C.     ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1095","9650","PROBATION       ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1096","9651","PAROLE       ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1097","9652","LAW ENFORCEMENT      ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1098","9653","CORRECTIONS/JAILS      ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1099","9654","FIRE       ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1100","9655","EMERGENCY SERVICES      ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1101","9657","LANDFILL MANAGEMENT      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1102","9658","PLANNING BOARD      ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1103","9660","WASTE MANAGEMENT      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1104","9661","COMPUTER AIDED DISPATCH(E911)-LAW ENFORCEME   ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1105","9662","RECORDS MANAGEMENT - LAW ENFORCEMENT   ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1106","9663","IDENTIFICATION (AFIS/MUGSHOT)    ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1107","9664","COMPUTER AIDED DISPATCH (E911) - FIRE   ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1108","9665","RECORDS MANAGEMENT - FIRE     ","GJ","PS & Justice, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1109","9669","NATURAL RESOURCES,NEC     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1110","9670","FLEET/EQUIPMENT MANAGEMENT     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1111","9671","BUILDING ADMIN.      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
